274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,170,188,188,188,188,188,188,188,171,274,274,274,170,188,188,171,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,170,189,154,155,155,155,155,155,156,165,274,274,274,167,154,156,165,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,167,154,204,177,177,177,177,177,178,165,170,188,188,189,176,178,187,188,171,274,274,274,274,274
274,274,274,274,274,274,274,170,189,176,177,177,177,177,177,177,178,165,167,154,155,155,204,203,155,156,165,274,274,274,274,274
274,274,274,274,274,274,274,167,154,204,177,177,177,177,177,177,178,187,189,176,177,177,177,177,177,178,187,171,274,274,274,274
274,274,274,274,274,274,274,167,176,177,177,177,177,177,177,177,203,155,155,204,177,177,177,177,177,203,156,165,274,274,274,274
274,274,274,274,274,274,274,167,176,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,165,274,274,274,274
274,274,274,274,274,274,170,189,176,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,165,274,274,274,274
274,274,274,274,274,274,167,154,204,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,165,274,274,274,274
274,274,274,274,274,274,167,198,199,199,199,182,177,177,177,177,177,177,177,177,177,177,177,177,177,181,200,165,274,274,274,274
274,274,274,274,274,274,192,144,144,144,145,198,182,177,177,177,177,177,177,177,177,177,177,177,181,200,143,193,274,274,274,274
274,274,274,274,274,274,274,274,274,274,192,145,198,182,177,177,177,177,177,177,177,177,177,177,178,209,215,171,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,-1610612541,211,176,177,177,177,177,177,177,177,177,177,177,203,155,156,165,274,274,274,274
274,274,274,274,274,274,274,274,274,274,170,189,154,204,177,177,177,177,177,177,177,177,177,177,177,177,178,187,171,274,274,274
274,274,274,274,274,274,274,274,274,274,167,154,204,177,177,177,177,177,177,177,177,177,177,177,177,177,203,156,165,274,274,274
274,274,274,274,274,274,274,274,274,274,167,176,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,165,274,274,274
274,274,274,274,274,274,274,274,274,274,167,198,177,177,177,177,177,177,177,177,177,181,199,182,177,177,177,178,165,274,274,274
274,274,274,274,274,274,274,274,274,274,192,145,198,177,177,177,177,177,177,177,177,178,146,176,177,177,177,178,165,274,274,274
274,274,274,274,274,274,274,274,274,274,274,192,145,198,177,177,177,177,177,181,199,200,168,198,199,184,199,200,165,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,192,145,198,177,177,177,177,200,143,144,195,144,145,201,143,144,193,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,192,145,198,199,199,200,143,193,274,274,274,192,144,193,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,192,144,144,144,144,193,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
